filePath,HEADER,START,END,REGION(S)-,NATION(S)-,ACTOR(S)-,COMMITTER(S)-,LOCATION(S)-,INTERVENOR(S)-,MODE-,MAGNITUDE-,COMBATANTS-,DEATHS-,FORCE-,ISSUE(S)-,OUTCOME(S)-,SOURCE(S)-
5-ocr-split/0047.tif-1.txt,"- B46 -
164.THE FRENCH REVOLUTION Feb. 1848 to Aug. 1848",1848,1848,Europe,FRANCE ITALY/SARDINIA,"ANTI-DIVINE RTS.-FR. SUP. DIVINE RTS.-FR.
ANTI-DIVINE RTS.-ITA",ANTI-DIVINE RTS.-ITA ANTI-DIVINE RTS.-FR.,FRANCE,,Primarily Internal,12,50000,2000,Ground Forces,Elite Social Economical,Successful Conmitter,1 3
5-ocr-split/0047.tif-2.txt,165.AUSTRO-SARDINIAN WAR Mar. 1848 to Mar. 1849,1848,1849,Europe,SARDINIA-PIEDMONT AUSTRIA-HUNGARY,,| SARDINIA-PIEDMONT,ITALY/SARDINIA,,Conventional Interstate,24,350000,3500,Ground Forces,Territory-Population,Unsuccess. Commnitter,2
5-ocr-split/0047.tif-3.txt,166 .HOLSTEIN-SCHLESWIG WAR Apr. 1848 to Jan. 1849,1848,1849,Europe,GERMANY/PRUSSIA DENMARK,,| GERMANY/PRUSSIA,DENMARK,,Conventional Interstate,18,150000,6000,Naval Forces Ground Forces,Territory-Population,Successful Committer,2 3
5-ocr-split/0047.tif-4.txt,167.GERMAN REVOLUTION 1848 to 1849,1848,1849,Europe,GERMANY/PRUSSIA,ANTI-DIVINE RTS.-GER SUP. DIVINE RTS.-GER,ANTI-DIVINE RTS.-GER,GERMANY/PRUSSIA,,Internal(External Invol.),12,0,500,Ground Forces,Elite Social Economical,Successful Cammitter,2 3
5-ocr-split/0048.tif-1.txt,"- B47 -
@-2GARIAN INDEPENDENCE Sep. 1848 to Aug. 1849",1848,1849,"ANTI-DIVINE RTS.-HUN
SUP. DIVINE RTS.-RUS AUTOCRATS-TURKEY",,SUP. DIVINE RTS.-AUS WALLACHIA AUTOCRATS,ANTI-DIVINE RTS.-HUN REVOLUTIONARIES-WALL,© AUSTRIA-HUNGARY,,Colonial,33,710000,60000,Ground Forces,"Internal Tension Territory-Population
Military-Strategic",Successful Committer,2 3
5-ocr-split/0048.tif-2.txt,-.SEXQND BRITISH-SIKH WAR Oct. 1848 to Mar. 1849,1848,1849,Asia,"BRITAIN AFGHANISTAN
INDIA",SIKHS-INDIA PATHANS-PAKISTAN,SIKHS-INDIA AFGHANISTAN,INDIA,,Imperial,15,190000,2000,Ground Forces,Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0048.tif-3.txt,“?-ROMAN REPUBLIC WAR Apr. 1849 to Jul. 1849,1849,1849,Europe,"PAPAL STATES FRANCE
Two SICILIES AUSTRIA-HUNGARY",,PAPAL STATES,I'TALY/SARDINIA,,Conventional Interstate,12,810000,3000,Ground Forces,Territory-Population Military-Strategic,Successful Committer Compromise Responder,2
5-ocr-split/0049.tif-1.txt,"- B48 -
171.TENTH KAFFIR WAR 1850 to 1853",1850,1853,Africa,BRITAIN SOUTH AFRICA,"ZULUS HOTTENTOTS
BASUTOS",BRITAIN,SOUTH AFRICA,,Colonial,72,0,2000,Ground Forces,Social Economical Colonial,Successful Committer,3
5-ocr-split/0049.tif-2.txt,172.CHILE CIVIL WAR 1851 to 1851,1851,1851,Americas,CHILE,(s)- CONSERVATIVES-CHILE LIBERALS-CHILE,LIBERALS-CHILE,CHILE,,Primarily Internal,6,0,4000,Ground Forces,Elite,Unsuccess. Conmitter,3
5-ocr-split/0049.tif-3.txt,173.TAIPING REVOLT 1851 to 1864,1851,1864,Asia,"CHINA BRITAIN
FRANCE",(s)- TAIPANG REBELS-CHINA PEKING GOVT.-CHINA,TAIPANGS REBELS-CHINA,CHINA,BRITAIN FRANCE,Primarily Internal,312,200000,11000000,Ground Forces,Internal Tension Territory-Population,Unsuccess. Conmitter,1 3
5-ocr-split/0049.tif-4.txt,174.SECOND ANGLO-BURMA WAR 1851 to 1853,1851,1853,Asia,BRITAIN BURMA,ASSAMESE-BURMA,BRITAIN,BURMA,,Colonial,48,40000,3300,Ground Forces,Colonial,Successful Conmitter,1 3
5-ocr-split/0050.tif-1.txt,"- B49 -
‘S.tA PLATA WAR Jul. 1851 to Feb. 1852",1851,1852,Americas,"BRAZIL ARGENTINA
URUGUAY","ROSSAS FORCES-ARGENT UNITARISTS-ARGENTINA
URQUIZA-ARGENTINA",BRAZIL,ARGENTINA,,Conventional Interstate,21,27000,28000,Ground Forces,Territory-Population,Successful Committer,2
5-ocr-split/0050.tif-2.txt,"“6,00UP D' ETAT IN FRANCE (SECOND EMPIRE) Dec. 1851 to Dec. 1851",1851,1851,Europe,FRANCE,NAPOLEON-FRANCE REPUBLICANS-FRANCE,| NAPOLEON-FRANCE,FRANCE,,Primarily Internal,1,30000,200,Ground Forces,Elite,Successful Committer,1
5-ocr-split/0050.tif-3.txt,. »DOGRAS VERSUS DARDS IN GILGIT INDIA 1852 to 1852,1852,1852,Asia,INDIA,DOGRAS-INDIA DARDS-INDIA,DARDS-INDIA,INDIA,,Primarily Internal,6,0,1000,Ground Forces,Territory-Population,Successful Conmitter,3
5-ocr-split/0050.tif-4.txt,J8.FIRST TURKO-MONTEGHGRAN CONFLICT Dec. 1852 to Mar. 1853,1852,1853,Europe,TURKEY MONTENEGRO,,TURKEY,MONTENEGRO,,Imperial,6,140000,5000,Ground Forces,Colonial,Unsuccess. Committer,2 3
5-ocr-split/0051.tif-1.txt,179.TRIAD UPRISING (SHANGHAT) 1853 to 1855,1853,1855,Asia,CHINA,(s)- TRIAD REBELS-CHINA,TRIAD REBELS-CHINA,CHINA,,Primarily Internal,24,60000,O,Ground Forces,Opportunism,Unsuccess. Committer,1
5-ocr-split/0051.tif-2.txt,180.WESTERN POWERS PENETRATION OF JAPAN 1853 to 1860,1853,1860,Asia,"JAPAN FRANCE
UNITED STATES RUSSIA (USSR)
BRITAIN HOLLAND",,"UNITED STATES RUSSIA (USSR)
BRITAIN FRANCE
HOLLAND",JAPAN,,Unconventional Interstate,504,30000,1000,Naval Forces Ground Forces,"Military-Strategic Social Economical
Colonial",Caompramise Comnitter,1 3
5-ocr-split/0051.tif-3.txt,181.CRIMFAN WAR Oct. 1853 to Mar. 1856,1853,1856,Europe,"RUSSIA (USSR) TURKEY
FRANCE BRITAIN
SARDINIA-PIEDMONT AUSTRIA-HUNGARY",,RUSSIA (USSR),TURKEY,AUSTRIA-HUNGARY,Conventional Interstate,160,1380000,264000,Ground Forces,Military-Strategic,Campramise Comitter,2 3
5-ocr-split/0052.tif-1.txt,- -ZXOMBIA CIVIL WAR 1854 to 1854,1854,1854,Americas,COLOMBIA,(s)- CONSERVATIVES-COLOM. LIBERALS-COLCMBIA,LIBERALS-COLOMBIA,COLOMBIA,,Primarily Internal,6,0,1000,Ground Forces,Elite,Compromise Committer,3
5-ocr-split/0052.tif-2.txt,2..53NTU REVOLT IN SOUTHERN AFRICA 1854 to 1854,1854,1854,Africa,SOUTH AFRICA,BOERS BANTU,BANTU,SOUTH AFRICA,,Internal(External Invol.),6,15000,3000,Ground Forces,Colonial,Unsuccess. Canmitter,1 3
5-ocr-split/0052.tif-3.txt,&.RUSSIAN OCCUPATION OF CHINA 1854 to Nov. 1860,1854,1860,Asia,RUSSIA (USSR) CHINA,,RUSSIA (USSR),CHINA,,Imperial,154,30000,Q,Ground Forces,"Territory-Population Military-Strategic
Colonial Opportunism",Successful Committer,J
5-ocr-split/0052.tif-4.txt,-.FRENCH CONQUEST OF SENEGAL 1854 to 1885,1854,1885,Africa,SENEGAL,FULANI-SENEGAL,FRANCE,,,Colonial,744,30000,6000,Ground Forces,Colonial,Successful Cammitter,1 3
5-ocr-split/0053.tif-1.txt,186. BENGAL 1855 to 1855,1855,1855,Asia,BRITAIN INDIA,SANTALS-INDIA,SANTALS-INDIA,INDIA,,Colonial,12,0,1000,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0053.tif-2.txt,187 .NICARAGUA WAR 1855 to 1857,1855,1857,Americas,NICARAGUA,"DEMOCRATS-NICARAGUA LEGITIMISTS-NICAR.
LEGITIMISTS-COSTA R. AMERICAN MERCENARIES
FILIBUSTERS-NICAR.",DEMOCRATS-NICARAGUA FILIBUSTERS-NICAR.,NICARAGUA,,Primarily Internal,24,0,4700,Ground Forces,Elite,Unsuccess. Conmitter,3
5-ocr-split/0053.tif-3.txt,188.GREAT MOHAMMEDAN REBELLION IN YUNNAN 1856 to 1873,1856,1873,Asia,CHINA,(s)- MOSLEMS-CHINA,§MOSLEMS-CHINA,CHINA,,Primarily Internal,204,60000,300000,Ground Forces,"Internal Tension Territory-Population
Opportunism",Unsuccess. Comitter,1 3
5-ocr-split/0053.tif-4.txt,189.UPRISING OF KABYLES BY SIDI MOKRANI 1856 to 1857,1856,1857,Mid. East,FRANCE ALGERIA,KABYLIA,KABYLIA,ALGERIA,,Primarily Internal,24,200000,1500,Ground Forces,Internal Tension Colonial,Unsuccess. Committer,1
5-ocr-split/0054.tif-1.txt,"- 853 -
-¥.ANGLO-PERSIAN WAR Oct. 1856 to Mar. 1857",1856,1857,Mid. East,IRAN/PERSIA BRITAIN,INDIANS,BRITAIN,IRAN/PERSIA,,Conventional Interstate,10,200000,2000,Naval Forces Ground Forces,Military-Strategic,Successful Conmitter,2 3
5-ocr-split/0054.tif-2.txt,‘3 .KASHGARTA 1857 to 1857,1857,1857,Asia,CHINA,KOKANDIANS-CHINA,| KOKANDIANS-CHINA,CHINA,,Primarily Internal,6,0,2000,Ground Forces,Internal Tension Elite,Unsuccess. Committer,3
5-ocr-split/0054.tif-3.txt,"32,SEPOY May. 1857 to Apr. 1859",1857,1859,Asia,"BRITAIN INDIA
NEPAL",INDIANS BENGALIS-INDIA,BENGALIS-INDIA,INDIA,,Colonial,69,170000,15000,Ground Forces,Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0054.tif-4.txt,+3.FRENCH-ENGLISH EXPLOITATION OF CHINA 1857 to 1858,1857,1858,Asia,"FRANCE BRITAIN
CHINA",,FRANCE BRITAIN,CHINA,,Colonial,36,60000,1000,Naval Forces Ground Forces,Social Economical Colonial,Successful Canmitter,1 3
5-ocr-split/0055.tif-1.txt,"- B54 -
194.MEXICAN CIVIL WAR AND INTERVENTION Jan. 1858 to Jan. 1861",1858,1861,Americas,"MEXICO FRANCE
BRITAIN SPAIN
AUSTRIA-HUNGARY",CONSTITUTIONALISTS-M CONSERVATIVES-MEXICO,MEXICO,MEXICO,"BRITAIN FRANCE
SPAIN AUSTRIA-HUNGARY",Internal({External Invol.),108,40000,2000,Ground Forces,Colonial,Compromise Conmitter,1 3
5-ocr-split/0055.tif-2.txt,195.SECOND TURKO-MONTENGRAN WAR May. 1858 to Jun. 1859,1858,1859,Europe,TURKEY MONTENEGRO,,MONTENEGRO,MONTENEGRO,,Imperial,26,140000,3000,Ground Forces,Colonial,Successful Camitter,2 3
5-ocr-split/0055.tif-3.txt,196.FRENCH CONQUEST OF COCHINCHINA Feb. 1859 to Mar. 1874,1859,1874,Asia,FRANCE SPAIN,TONGKINESE-INDOCHINA,FRANCE,INDOCHINA/ANNAM,,Colonial,362,30000,4000,Ground Forces,Colonial,Successful Committer,1
5-ocr-split/0056.tif-1.txt,"- B55 -
-37,WAR OF ITALIAN UNIFICATION Apr. 1859 to 1860",1859,1860,Europe,"FRANCE AUSTRIA-HUNGARY
SARDINIA-PIEDMONT PAPAL STATES",GARIBALDI-ITALY VOLUNTEERS-ITALY,| SARDINIA-PIEDMONT PAPAL STATES,TTALY/SARDINIA,,Conventional Interstate,56,820000,15000,Ground Forces,Internal Tension Territory-Population,Successful Responder,2 3
5-ocr-split/0056.tif-2.txt,38.DUICH VERSUS BONINESE IN SOUTH CELEBES 1859 to 1860,1859,1860,Asia,HOLLAND INDONESIA,ARA PALAKA-INDONESIA,BORNEO,BORNEO,,Colonial,24,Oo,1000,Naval Forces Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0056.tif-3.txt,20.WAR OF THE CAUCA 1859 to 1862,1859,1862,Americas,COLOMBIA,CONSERVATIVES-COLOM. LIBERALS-COLOMBIA,LIBERALS-COLOMBIA,COLOMBIA,,Primarily Internal,36,0,1000,Ground Forces,Internal Tension Elite,Compromise Responder,3
5-ocr-split/0056.tif-4.txt,“0.DUTCH CAMPAIGN IN SOUTH BORNEO 1859 to 1863,1859,1863,Asia,HOLLAND INDONESIA,BANJERMASIN-INDONES.,HOLLAND,BORNEO,,Colonial,96,0,1000,Naval Forces Ground Forces,Colonial,Successful Conmitter,3
5-ocr-split/0057.tif-1.txt,"- B56 -
201 .RUSSIAN CONQUEST OF CIRCASSIA IN CAUCASU 1859 to 1864",201,1859,Europe,-RUSSIA (USSR) CAUCASUS,CIRCASSIANS,RUSSIA (USSR),CADCASUS,,Imperial,120,80000.,1500,Ground Forces,Colonial,Successful Camitter,1 3
5-ocr-split/0057.tif-2.txt,202 -BLACKS-ARABS CONFLICT OVER SLAVES 1859 to 1880,1859,1880,Africa,TANZANLA,NATIVES-TANZANIA ARABS,ARABS,TANZANIA,,Primarily Internal,252,12000,10000,Ground Forces,Elite,Successful Comnitter,1 3
5-ocr-split/0057.tif-3.txt,203.LA PLATA 1859 to 1861,1859,1861,Americas,ARGENTINA,BUENOS AIRES FORCES FEDERALISTS-ARGENT.,BUENOS AIRES FORCES,ARGENTINA,,Primarily Internal,24,0,1000,Ground Forces,Social Econamical,Unsuccess. Conmitter,3
5-ocr-split/0057.tif-4.txt,204.SPANISH-MOROCCAN WAR Oct. 1859 to Mar. 1860,1859,1860,Mid. East,"SPAIN MOROCCO
FRANCE BRITAIN",,SPAIN,MOROCCO,FRANCE BRITAIN,Conventional Interstate,15,140000,4100,Ground Forces,Territory-Population,Successful Conmitter,2 3
5-ocr-split/0058.tif-1.txt,"5,THIRD DRUZE-MARONITE WAR Apr. 1860 to Jun. 1861",1860,1861,Mid. East,"SYRIA TURKEY
LEBANON","MARONITES-LEBANON DRUSES OF LEBANON
MOSLEMS-LEBANON",LEBANON,LEBANON SYRIA,,Primarily Internal,42,60000,10000,Ground Forces,Territory-Population Social Econamical,Successful Committer,1 3
5-ocr-split/0058.tif-2.txt,X§.FIGHT OVER CAMBODIA 1860 to 1866,1860,1866,Asia,FRANCE CAMBODIA/KAMPUCHEA,,FRANCE,TNDOCHINA/ANNAM,,Colonial,144,40000,500,Ground Forces,Colonial,Compromise Committer,1
5-ocr-split/0058.tif-3.txt,"-), ITALO-ROMAN WAR Sep. 1860 to Sep. 1860",1860,1860,Europe,FRANCE ITALY/SARDINIA,AUTOCRATS-ITALY LIBERALS-ITALY,LIBERALS-ITALY,§ ITALY/SARDINIA,FRANCE,Conventional Interstate,2,274000,200,Ground Forces,Internal Tension Territory-Population,Successful Conmitter,2 3
5-ocr-split/0058.tif-4.txt,6. TTALO-SICLLIAN WAR Oct. 1860 to Jan. 1861,1860,1861,Europe,ITALY/SARDINIA TWO SICILIES,,I'TALY/SARDINIA,TWO SICILIES,,Conventional Interstate,6,393000,1000,Ground Forces,Internal Tension Territory-Population,Successful Committer,2
5-ocr-split/0059.tif-1.txt,"- B58 -
209.AMERICAN CIVIL WAR Feb. 1861 to Apr. 1865",1861,1865,Americas,UNITED STATES,AMERICAN NORTH AMERICAN SOUTH,AMERICAN SOUTH,UNITED STATES,,Primarily Internal,50,3700000,402000,Ground Forces Naval Forces,Territory-Population Social Economical,Unsuccess. Conmitter,1 3
5-ocr-split/0059.tif-2.txt,210.TIGRE CIVIL WAR 1861 to 1861,1861,1861,Africa,ETHIOPIA FRANCE,NEGUSIE-ERITREA KING THEODORE,KING THEODORE,ETHIOPIA,FRANCE,Primarily Internal,9,0,7000,Ground Forces,Internal Tension,Successful Comitter,3
5-ocr-split/0059.tif-3.txt,211.PLAINS INDIAN WARS (MINNESOTA/DAKOTA) 1861 to 1867,1861,1867,Americas,UNITED STATES,SIOUX-U.S.A.,UNITED STATES,UNITED STATES,,Primarily Internal,72,40000,5700,Ground Forces,Territory-Population,Successful Committer,1 3
5-ocr-split/0059.tif-4.txt,"212.MOHAMMEDAN REVOLT( SHENSI , KANSU, SINKIANG) 1861 to 1878",1861,1878,Asia,CHINA,(s)- KHOJAS-CHINA TUNGANS-CHINA,KHOJAS-CHINA TUNGANS-CHINA,CHINA,,Primarily Internal,204,400000,3000900,Ground Forces -,‘Epternal Tension Territory-Population,Unsuccess. Comnitter,1 3
5-ocr-split/0060.tif-1.txt,|. :.MONTENEGRO 1862 to 1862,1862,1862,TURKEY MONTENEGRO,,(s)- CHRISTIANS-MONTEN . HERZEGOVINANS-MONT .,TURKEY,MONTENEGRO,,Primarily Internal,12,0,1000,Ground Forces,Colonial,Successful Conmitter,3
5-ocr-split/0060.tif-2.txt,"- 3, SELGRADE 1862 to 1862",1862,1862,Europe,TURKEY YUGOSLAVIA/SERBIA,SERBS-YUGOSLAVIA,TURKEY,YUGOSLAVIA/SERBIA,,Conventional Interstate,12,0,1000,Ground Forces,Territory-Population,Compromise Conmitter,3
5-ocr-split/0060.tif-3.txt,:.FRANCO-MEXICAN WAR Apr. 1862 to Feb. 1867,1862,1867,Americas,"FRANCE MEXICO
AUSTRIA-HUNGARY BRITAIN
SPAIN",CONSTITUTIONALISTS-M,FRANCE,MEXICO,AUSTRIA-HUNGARY,Conventional Interstate,261,541000,20000,Ground Forces,Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0060.tif-4.txt,-§.SECOND RUSSO-POLISH Jan. 1863 to Apr. 1864,1863,1864,Europe,RUSSIA (USSR) POLAND,,RUSSIA (USSR),POLAND,,Colonial,30,640000,5000,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0061.tif-1.txt,"- B60 -
217.ECUADOR CIVIL WAR 1863 to 1863",1863,1863,Americas,ECUADOR,CLERTCALS-ECUADOR LIBERALS-COLOMBIA,LIBERALS-COLOMBIA,ECUADOR,,Primarily Internal,6,0,1000,Ground Forces,Elite,Successful Conmitter,3
5-ocr-split/0061.tif-2.txt,218.AMBELA CAMPAIGN AGAINST BENGAL 1863 to 1863,1863,1863,Asia,BRITAIN INDIA,"BENGALIS-INDIA AUXTLIARIES-ENG.
HILL MOSLEMS-INDIA",BRITAIN AUXILIARIES-ENG.,INDIA,,Primarily Internal,12,40000,9000,Ground Forces,Colonial,Successful Comitter,1 3
5-ocr-split/0061.tif-3.txt,219.NORTH WEST PROVINCE INSTABILITY 1863 to 1864,1863,1864,Americas,ARGENTINA,PENALOZA GUERR.-ARG.,PENALOZA GUERR.-ARG.,ARGENTINA,,Unconventional Interstate,12,0,1000,Ground Forces,Internal Tension,Unsuccess. Committer,3
5-ocr-split/0061.tif-4.txt,220.THIRD MAORI WAR 1863 to 1866,1863,1866,Asia,NEW ZEALAND BRITAIN,MAORIS-NEW ZEALAND,§MAORIS-NEW ZEALAND,NEW ZEALAND,,Primarily Internal,72,0,1600,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0062.tif-1.txt,<2] .AOLSTEIN-SCHLESWIG WAR Feb. 16864 to Jul. 1664,16864,1664,Europe,"GERMANY/PRUSSIA AUSTRIA-HUNGARY
DENMARK",,GERMANY/PRISSIA,DENMARK,,Conventional Interstate,15,510000,5000,Naval Forces Ground Forces,Territory-Population,Successful Committer,2 3
5-ocr-split/0062.tif-2.txt,2.BRITISH CONQUEST OF BHUTAN 1864 to 1865,1864,1865,Asia,BRITAIN BHUTAN,,BRITAIN,BHUTAN,,Colonial,24,40000,2000,Ground Forces :,Military-Strategic,Campramise Conmitter,1 3
5-ocr-split/0062.tif-3.txt,23.LA PLATA WAR GREAT WAR Nov. 1864 to Mar. 1870,1864,1870,Americas,"BRAZIL ARGENTINA
PARAGUAY URUGUAY","(s)- BUENOS AIRES FORCES COLORADOS-URUGUAY
BLANCOS-URUGUAY",BLANCOS-URUGUAY PARAGUAY,PARAGUAY,,Imperial,256,35000,410000,Ground Forces,Opportunism,Successful Conmitter,2 3
5-ocr-split/0062.tif-4.txt,24.JAMAICA RISING 1865 to 1865,1865,1865,Americas,BRITAIN JAMAICA,,JAMAICA,JAMAICA,,Primarily Internal,12,20000,600,Ground Forces,Colonial,Unsuccess. Cammitter,1 3
5-ocr-split/0063.tif-1.txt,"- B62 -
225.CONQUEST OF BASUTOS IN BASUTOLAND 1865 to 1867",1865,1867,Africa cA,BASUTULAND SOUTH AFRI,"(s)- BOERS
Soeeiea(t, SOUTH AFRICA
ae eal Magnitude- 48 Combatants- 15000",,,,,,,400,Ground Forces,Territory-Population,Successful Conmitter,1 3
5-ocr-split/0063.tif-2.txt,226.AFGHANS IN TURKESTAN AND TRANSCASPIA 1865 to 1881,1865,1881,Mid. East,"RUSSIA (USSR) TURKESTAN WEST
AFGHANISTAN",,AFGHANISTAN,TURKESTAN WEST,,Imperial,576,120000,1500,Ground Forces,Colonial Territory-Population,Compranise Committer,1
5-ocr-split/0063.tif-3.txt,227.RUSSO CONQUEST OF BOKHARTANS 1865 to 1868,1865,1868,Europe,RUSSIA (USSR) TURKESTAN WEST,BOKKARIA,RUSSIA (USSR),§ TURKESTAN WEST,,Colonial,72,0,1000,Ground Forces,Colonial,Successful Camitter,3
5-ocr-split/0063.tif-4.txt,228.MEIJI REVOLUTION,,,Asia,JAPAN,CLANS-JAPAN,CLANS-Japan,"JAPAN
e€- Primarily Internal",,,,,,,Elite,(s) - Successful Comitter,3
5-ocr-split/0064.tif-1.txt,"- B63 -
-4.5GYPT-ABYSSINIA WAR 1865 to 1870",1865,1870,Africa,EGYPT ETHIOPIA,BOGOS-ERITREA,EGYPT,ERITREA,,Conventional Interstate,120,60000,4000,Ground Forces,Colonial,Unsuccess. Committer,1 3
5-ocr-split/0064.tif-2.txt,3j0.PERUVIAN-SPANISH WAR Oct. 1865 to May. 1866,1865,1866,Americas,"SPAIN PERU
CHILE BOLIVIA
ECUADOR",,SPAIN,PERU CHILE,BOLIVIA ECUADOR,Conventional Interstate,28,278000,1000,Ground Forces,Colonial,Unsuccess. Committer,2 3
5-ocr-split/0064.tif-3.txt,"2,SEVEN WEEKS WAR Jun. 1866 to Jul. 1866",1866,1866,Europe,"GERMANY/PRUSSIA ITALY/SARDINIA
FRANCE AUSTRIA-HUNGARY
HANOVER BAVARIA
SAXONY",,| GERMANY/PRUSSIA ITALY/SARDINIA,GERMANY/PRUSSIA AUSTRIA-HUNGARY,FRANCE,Conventional Interstate,7,1032000,79000,Ground Forces,Territory-Population,Successful Committer,2 3
5-ocr-split/0065.tif-1.txt,"- B64 -
232 .REVOLT ON CRETE Aug. 1866 to 1868",232,1866,Europe,"TURKEY GREECE
CRETE",CHRISTIANS-CRETANS,CHRISTIANS-CRETANS,CRETE,,Internal(External Invol.),66,40000,,Ground Forces,"Territory-Population Social Economical
Colonial",Unsuccess. Camnitter,1
5-ocr-split/0065.tif-2.txt,233.ABYSSINIA CIVIL WAR 1867 to Aug. 1867,1867,1867,Africa,ETHIOPIA,TIGREANS-ETHIOPIA KING THEODORE,KING THEODORE,ETHIOPIA,,Primarily Internal,4,0,3200,Ground Forces,Internal Tension,Compromise Committer,3
5-ocr-split/0065.tif-3.txt,234.ENGLAND-ABYSSINIA WAR Sep. 1867 to 1868,1867,1868,Africa,BRITAIN ETHIOPIA,GALLAS-ETHIOPIA INDIANS,BRITAIN,ETHIOPIA,,Conventional Interstate,18,80000,4000,Ground Forces,Internal Tension,Successful Committer,1 3
5-ocr-split/0065.tif-4.txt,235.GARIBALDI AND PAPAL STATES Oct. 1867 to Nov. 1867,1867,1867,Europe,PAPAL STATES FRANCE,GARI BALDI-TTALY,GARIBAI DI-ITALY,PAPAL STATES,FRANCE,Conventional Interstate,2,20000,1200,Ground Forces,Colonial,Unsuccess. Committer,1 3
5-ocr-split/0066.tif-1.txt,"- B65 -
:%.TEN YEARS WAR/CUBA REVOLT Oct. 1868 to Feb. 1878",1868,1878,Americas,SPAIN CUBA,AMERICAN MERCENARIES,CUBA,CUBA,,Colonial,224,260000,120000,Ground Forces,Territory-Population,Compranise Conmitter,2 3
5-ocr-split/0066.tif-2.txt,237.FIGHT IN BAHR-EL GHAZAL 1869 to 1870,1869,1870,Africa,BGYPT SUDAN,ARABIAN SLAVERS NEGROES-SUDAN,EGYPT,SUDAN,,Conventional Interstate,24,30000,1500,Ground Forces,Territory-Population,Unsuccess. Canmitter,1 3
5-ocr-split/0066.tif-3.txt,36. TTALY-PAPAL STATES Jul. 1870 to Oct. 1870,1870,1870,Europe,"ITALY/SARDINIA CADOMA
PAPAL STATES FRANCE",,ITALY/SARDINIA,- PAPAL STATES,FRANCE,Conventional Interstate,11,20000,100,Ground Forces,Territory-Population,Successful Conmmitter,1
5-ocr-split/0066.tif-4.txt,24.FRANCO-PRUSSIAN WAR Jul. 1870 to Feb. 1871,1870,1871,Europe,"FRANCE GERMANY/PRUSSIA
BADON BAVARIA
WUERTTEMBERG",GARIBALDI-ITALY,FRANCE,FRANCE GERMANY/PRUSSIA,,Conventional Interstate,35,990000,188000,Ground Forces,Territory-Population,Unsuccess. Committer,2 3
5-ocr-split/0067.tif-1.txt,"- B66 -
240.PARIS COMMUNE Mar. 1871 to May. 1871",1871,1871,Europe,FRANCE GERMANY/PRUSSIA,"REVOLUTIONARIES-FR.  GOVERN.-FRANCE
NATIONAL GUARDS-FR.",REVOLUTIONARIES-FR.,FRANCE,GERMANY/PRUSSIA,Primarily Internal,3,120000,15000,Ground Forces,Social Econamical,Unsuccess. Conmitter,1 3
5-ocr-split/0067.tif-2.txt,241.REVOLT AT ALGIERS/CONSTANTIN Mar. 1871 to 1872,1871,1872,Mid. East,FRANCE ALGERIA,,ALGERIA,ALGERIA,,Colonial,30,0,100,Ground Forces,Colonial,Unsuccess. Committer,3
5-ocr-split/0067.tif-3.txt,242.THIRD CARLIST WAR IN SPAIN Dec. 1872 to 1876,1872,1876,Europe,SPAIN,CARLISTS-SPAIN REPUBLICANS-SPAIN,CARLISTS-SPAIN,SPAIN,,Primarily Internal,42,40000,1000,Ground Forces,Elite,Unsuccess. Committer,1 3
5-ocr-split/0067.tif-4.txt,243 .DUTCH-ACHINESE IN NORTH SUMATRA Mar. 1873 to 1903,1873,1903,Asia,HOLLAND INDONESIA,ACHIN- INDONESIA TEUKU UMA PARTY-SUM.,HOLLAND,SUMATRA- INDONESIA,,Imperial,726,100000,23000,Ground Forces,Colonial,Successful Committer,2 3
5-ocr-split/0068.tif-1.txt,"- B67 -
44. ENGLAND-ASHANTIS IN GHANA 1873 to 1874",1873,1874,Africa,BRITAIN GHANA,COLONIAL ALLIES-ENG. ASHANTI-GHANA,| ASHANTI-GHANA,GHANA,,Colonial,24,40000,1500,Ground Forces,Colonial,Unsuccess. Conmitter,1
5-ocr-split/0068.tif-2.txt,45. CONQUEST OF TONKIN Nov. 1873 to Jum. 1885,1873,1885,Asia,"FRANCE INDOCHINA/ANNAM
CHINA","BLACK FLAGGS-CHINA TONGKINESE-INDOCHINA
ANNAMESE- INDOCHINA",(s)- FRANCE,INDOCHINA/ANNAM,,Colonial,417,980000,30000,Naval Forces Ground Forces,Colonial,Unsuccess. Committer,1 3
5-ocr-split/0068.tif-3.txt,“@.MITRE REVOLT/PAMPAS 1874 to 1875,1874,1875,Americas,ARGENTINA,AVELLANEDA-ARGENTINA PORTENOS-ARGENTINA,PORTENOS-ARGENTINA,ARGENTINA,,Primarily Internal,12,0,1000,Ground Forces,Elite Territory-Population,Unsuccess. Cammitter,3
